# Silica Networks Geofeed — RFC 8805
# prefix,CC,region,city,cp

170.210.0.0/16,AR,AR-B,Buenos Aires,
2800:110::/32,AR,AR-B,Buenos Aires,
190.211.248.0/22,CL,CL-LL,Osorno,
179.49.232.0/22,AR,AR-L,,
2803:4010::/32,AR,AR-L,,
2803:5810::/32,EC,EC-M,Sucre,
45.186.140.0/23,EC,EC-O,Huaquillas,
2803:1f60::/32,EC,EC-O,Huaquillas,
45.177.124.0/24,EC,EC-A,Cuenca,
45.177.125.0/24,EC,EC-A,Cuenca,
45.177.126.0/24,EC,EC-A,Cuenca,
45.177.127.0/24,EC,EC-A,Cuenca,
45.170.134.0/24,AR,AR-B,Buenos Aires,
45.169.140.0/22,VE,VE-V,Maracaibo,
2803:e3a0::/32,VE,VE-V,Maracaibo,
138.99.210.0/24,BR,BR-SP,Sao Paulo,
138.99.211.0/24,BR,BR-SP,Sao Paulo,
189.84.96.0/24,SV,SV-SS,San Salvador,
189.84.97.0/24,GT,GT-GU,Guatemala,
200.115.0.0/20,AR,,,
45.225.70.0/23,PA,PA-8,Panama,
45.225.74.0/24,PA,PA-8,Panama,
2803:3620::/32,PA,PA-8,Panama,
200.25.36.0/23,BR,BR-CE,Fortaleza,
2800:1e0:1080::/44,BR,BR-CE,Fortaleza,
200.25.24.0/24,EC,EC-P,Quito,
2800:1e0:1090::/44,EC,EC-P,Quito,
200.25.32.0/22,MX,MX-QUE,Queretaro,
2800:1e0:1070::/44,MX,MX-QUE,Queretaro,
200.25.56.0/22,BR,BR-SP,Sao Paulo,
2800:1e0:1020::/44,BR,BR-SP,Sao Paulo,
200.25.52.0/22,BR,BR-RJ,Rio de Janeiro,
2800:1e0:3000::/40,BR,BR-RJ,Rio de Janeiro,
170.82.224.0/24,PE,PE-LIM,Lima,
170.82.226.0/24,PE,PE-LIM,Lima,
170.82.227.0/24,PE,PE-LIM,Lima,
168.121.32.0/22,AR,AR-S,San Gregorio,
2803:3540::/32,AR,AR-S,San Gregorio,
200.33.113.0/24,BO,BO-L,La Paz,
2801:10:5000::/48,BO,BO-L,La Paz,
45.183.136.0/23,EC,EC-X,Latacunga,
45.183.138.0/23,EC,EC-X,La Mana,
186.159.120.0/21,AR,AR-J,San Juan,
45.232.208.0/22,CL,CL-RM,SANTIAGO,
2803:410::/32,CL,CL-RM,SANTIAGO,
45.170.135.80/32,CL,CL-RM,Independencia,
186.189.69.0/24,CL,CL-RM,Santiago,
186.189.70.0/23,CL,CL-RM,Santiago,
186.189.72.0/21,CL,CL-RM,Santiago,
186.189.80.0/20,CL,CL-RM,Santiago,
186.189.96.0/19,CL,CL-RM,Santiago,
200.108.122.64/30,US,US-TX,Frisco,
2801:1a:400::/48,CO,CO-NSA,Cucuta,
45.173.204.0/22,VE,VE-M,CUA,
2803:d060::/32,VE,VE-M,CUA,
45.182.180.0/22,AR,AR-B,moquehua,
2803:560::/32,AR,AR-B,moquehua,
200.125.168.0/22,DO,DO-25,Navarrete,
2803:f2e0::/32,DO,DO-25,Navarrete,
2803:2320::/32,AR,AR-B,Avellaneda,
190.120.251.96/27,VE,VE-G,Valencia,
200.59.213.0/24,AR,AR-H,Juan Jose Castelli,
2803:31e0::/32,AR,AR-H,Juan Jose Castelli,
45.184.156.0/22,PY,PY-14,Salto Del Guaira,
2803:3360::/32,PY,PY-14,Salto Del Guaira,
190.110.120.0/21,CL,CL-RM,Santiago,
201.159.168.0/21,CL,CL-RM,Santiago,
2803:e00::/32,CL,CL-RM,Santiago,
45.71.106.0/24,AR,AR-R,Cipolletti,
45.170.135.0/24,CL,CL-RM,Independencia,
45.170.133.36/32,HN,HN-LP,,
2801:1d:800::/48,CO,CO-CUN,BOGOTA,
2803:460::/32,AR,AR-M,Mendoza,
213.173.52.0/22,GT,GT-GU,Guatemala,
160.238.63.0/24,AR,AR-Q,Neuquen,
2803:c860::/32,AR,AR-Q,Neuquen,
181.118.69.0/24,AR,AR-V,Ushuaia,
45.5.20.0/22,AR,AR-B,Tandil,
2803:11c0::/32,AR,AR-B,Tandil,
181.199.210.0/23,GT,GT-GU,Ciudad de Guatemala,
181.199.212.0/23,GT,GT-GU,Ciudad de Guatemala,
45.234.88.0/22,BZ,BZ-BZ,Belize,
2803:b720::/32,BZ,BZ-BZ,Belize,
190.83.64.0/22,AR,AR-C,Florencio Varela,
2803:dae0::/32,AR,AR-C,Florencio Varela,
190.98.155.0/25,HK,,Hong Kong,
190.98.155.128/25,SG,,Singapore,
190.98.154.0/25,HK,,Hong Kong,
170.80.88.0/22,CR,CR-SJ,Santa Ana,
2803:dcc0::/32,CR,CR-SJ,Santa Ana,
192.231.116.0/24,PY,PY-7,Naranjito,
2803:4fe0::/32,PY,PY-7,Naranjito,
179.51.140.0/22,EC,EC-G,Milagro,
2803:7e0::/32,EC,EC-G,Milagro,
2803:ec40::/32,EC,EC-G,Milagro,
2803:840::/32,AR,AR-M,LUJAN DE CUYO,
186.209.212.0/22,EC,EC-P,Cayambe,
2803:810::/32,EC,EC-P,Cayambe,
131.196.12.0/22,EC,EC-P,QUITO,
2803:bbc0::/32,EC,EC-P,QUITO,
45.233.64.0/22,GT,GT-JA,Jalapa,
2803:8720::/32,GT,GT-JA,Jalapa,
164.163.218.0/24,AR,AR-S,Chapuy,
138.219.16.0/22,AR,AR-X,Villa del Totoral,
2803:7240::/32,AR,AR-X,Villa del Totoral,
179.0.154.0/24,CO,CO-DC,Bogota,
179.0.152.0/24,CL,CL-RM,Santiago,
190.184.196.0/22,CR,CR-SJ,San Jose,
138.186.76.0/22,PE,PE-LIM,LIMA,
2803:b3e0::/32,PE,PE-LIM,LIMA,
200.36.156.0/23,PE,PE-LIM,Lima,
2801:1f:6800::/48,PE,PE-LIM,Lima,
186.194.160.0/22,CO,CO-DC,Bogota,
2803:85e0::/32,CO,CO-DC,Bogota,
168.197.196.0/22,AR,AR-M,Fray Luis Beltran,
2803:d8c0::/32,AR,AR-M,Fray Luis Beltran,
131.72.72.0/22,AR,AR-D,San Luis,
170.231.160.0/22,AR,AR-D,San Luis,
190.0.96.0/20,AR,AR-D,San Luis,
190.0.112.0/20,AR,AR-D,San Luis,
190.93.48.0/20,AR,AR-D,San Luis,
190.114.64.0/20,AR,AR-D,San Luis,
190.114.80.0/20,AR,AR-D,San Luis,
190.115.112.0/20,AR,AR-D,San Luis,
2803:5480::/32,AR,AR-D,San Luis,
177.126.48.0/22,PE,PE-ARE,Arequipa,
2803:1410::/32,PE,PE-ARE,Arequipa,
138.122.4.0/22,VE,VE-A,Caracas,
2803:d440::/32,VE,VE-A,Caracas,
189.127.166.0/23,VE,VE-K,Barquisimeto,
2803:f9e0::/32,VE,VE-K,Barquisimeto,
45.228.188.0/22,AR,AR-N,Obera,
2803:a920::/32,AR,AR-N,Obera,
181.191.80.0/22,AR,AR-B,San Cayetano,
2803:8020::/32,AR,AR-B,San Cayetano,
45.230.21.0/24,CL,CL-RM,Santiago,
2803:5010::/32,CL,CL-RM,Santiago,
191.102.56.0/22,CR,CR-SJ,San Jose,
190.124.248.0/22,CR,CR-SJ,San Jose,
138.121.140.0/22,CR,CR-SJ,San Jose,
170.81.32.0/22,CR,CR-SJ,San Jose,
45.183.42.0/23,VE,VE-D,Turmero,
2803:ad60::/32,VE,VE-D,Turmero,
190.120.251.128/27,VE,VE-G,Valencia,
2803:83a0::/32,CL,CL-RM,Melipilla,
138.118.144.0/22,AR,AR-D,San Luis,
2803:3840::/32,AR,AR-D,San Luis,
190.113.88.0/22,GT,GT-GU,Guatemala,
2803:5300::/32,GT,GT-GU,Guatemala,
207.248.0.0/22,CL,CL-LI,Rancagua,
2803:3410::/32,CL,CL-LI,Rancagua,
2803:8c10:40::/42,PE,PE-LIM,Lima,
2803:8c10:80::/42,PE,PE-CUS,Cusco,
168.196.156.0/22,AR,AR-W,Saladas,
168.196.143.0/24,AR,AR-B,Jose Clemente Paz,
168.196.140.0/24,AR,AR-B,Tigre,
190.98.134.164/32,PE,PE-LIM,Lima,
190.98.134.165/32,BR,BR-RJ,Rio de Janeiro,
190.98.134.166/32,CO,CO-ATL,Barranquilla,
190.98.134.161/32,PE,PE-LIM,Lima,
190.98.134.162/32,PE,PE-LIM,Lima,
190.98.134.163/32,BR,BR-RJ,Rio de Janeiro,
201.218.180.0/22,VE,VE-A,Caracas,
45.68.4.0/22,GT,GT-GU,Guatemala,
2801:12:e800::/48,GT,GT-GU,Guatemala,
163.178.0.0/16,CR,CR-SJ,San Pedro,
2801:15:8000::/48,CR,CR-SJ,San Pedro,
2801:15:8001::/48,CR,CR-SJ,San Pedro,
2801:15:8002::/47,CR,CR-SJ,San Pedro,
2801:15:8004::/46,CR,CR-SJ,San Pedro,
2801:15:8008::/45,CR,CR-SJ,San Pedro,
201.49.128.0/22,CO,CO-ARA,Arauca,
2803:5ee0::/32,CO,CO-ARA,Arauca,
190.113.40.0/24,DO,DO-01,Santo Domingo,
190.113.40.0/22,DO,DO-01,Santo Domingo,
2803:d010::/32,DO,DO-01,Santo Domingo,
190.113.41.0/24,DO,DO-25,Santiago,
186.195.248.0/24,TT,TT-TOB,Scarborough,
2803:35e0::/32,TT,TT-TOB,Scarborough,
186.195.249.0/24,TT,TT-TOB,Scarborough,
186.195.250.0/24,TT,TT-TOB,Signal Hill,
186.195.251.0/24,TT,TT-TOB,Signal Hill,
177.74.204.0/22,CO,CO-HUI,Neiva,
2803:99e0::/32,CO,CO-HUI,Neiva,
2803:cae0::/32,CO,CO-CUN,Bogota,
196.29.64.0/19,TT,,,
2803:bee0::/32,GT,GT-HU,Huehuetenango,
2803:7c10::/32,VE,VE-A,Caracas,
45.236.124.0/22,CL,CL-RM,La florida,
2803:c8a0::/32,CL,CL-RM,La florida,
200.73.112.0/21,CL,CL-RM,Santiago,
201.217.240.0/22,CL,CL-RM,Santiago,
2803:8180::/32,CL,CL-RM,Santiago,
200.73.112.0/23,CL,CL-RM,Santiago,
201.217.240.0/23,CL,CL-RM,Santiago,
2803:8180::/33,CL,CL-RM,Santiago,
200.73.113.0/24,CL,CL-RM,Santiago,
201.217.241.0/24,CL,CL-RM,Santiago,
2803:8180::/34,CL,CL-RM,Santiago,
200.73.114.0/24,CL,CL-RM,Santiago,
201.217.242.0/24,CL,CL-RM,Santiago,
190.98.133.176/29,PA,PA-8,Ciudad de Panama,
190.98.133.192/29,CO,CO-CUN,Bogota,
190.98.133.200/29,CR,CR-SJ,San Jose,
190.98.133.208/29,GT,GT-GU,Ciudad de Guatemala,
190.98.133.216/29,SV,SV-SS,San Salvador,
190.98.133.224/29,HN,,Tegucigalpa,
190.98.133.232/29,TT,TT-POS,Port of Spain,
190.98.133.240/29,US,US-LA,New Orleans,
45.177.2.0/24,DO,DO-08,El Seibo,
45.177.1.0/24,DO,DO-08,Miches,
45.235.228.0/22,DO,DO-13,constanza,
2803:8a0::/32,DO,DO-13,Constanza,
131.221.4.0/23,DO,DO-26,sabaneta,
131.221.6.0/23,DO,DO-26,moncion,
45.229.137.0/24,CL,CL-RM,Santiago,
45.230.22.0/23,CL,CL-RM,Santiago,
2801:1f:b000::/48,CL,CL-RM,Santiago,
200.71.112.0/22,VE,VE-A,Chacao,
200.39.60.0/22,DO,DO-25,Santiago,
2803:4210::/32,DO,DO-25,Santiago,
200.39.60.0/24,DO,DO-25,Santiago,
200.39.61.0/24,DO,DO-25,Santiago,
200.39.62.0/24,DO,DO-25,Santiago,
200.39.63.0/24,DO,DO-25,Santiago,
190.12.148.0/22,EC,EC-P,Santo Domingo de los Tsachilas,
2803:a010::/32,EC,EC-P,Santo Domingo de los Tsachilas,
191.52.209.0/24,AR,AR-B,Pergamino,
191.52.210.0/24,AR,AR-B,Chivilcoy,
191.52.211.0/24,AR,AR-B,Salto,
191.52.208.0/28,AR,AR-S,Armstrong,
2803:5750::/32,PE,PE-JUN,huancayo,
148.227.172.0/24,PE,PE-LIM,BARRANCA,
148.224.24.0/22,NL,NL-NH,Amsterdam,
45.190.86.0/24,CO,CO-CAU,Miranda,
45.185.31.0/24,CO,CO-DC,Bogota,
2803:f360::/32,CO,CO-DC,Bogota,
201.148.104.0/22,CL,CL-RM,Santiago de Chile,
2803:6580::/32,CL,CL-RM,Santiago de Chile,
2801:1e:e800::/48,CO,CO-CUN,Facatativa,
45.180.120.0/22,BZ,BZ-CY,Belmopan City,
2803:160::/32,BZ,BZ-CY,Belmopan City,
2803:aba0:2100::/40,CL,CL-RM,Independencia,
200.14.60.0/24,CO,CO-DC,Bogota,
200.14.61.0/24,EC,EC-G,Guayaquil,
200.14.62.0/24,PE,PE-LIM,Lima,
200.14.63.0/24,AR,AR-B,Buenos Aires,
2803:6210::/32,VE,VE-A,Caracas,
181.16.175.0/24,AR,AR-X,Monte Ralo,
2803:9810:3c00::/40,AR,AR-C,Buenos Aires,
45.179.160.0/22,CO,CO-NAR,Ipiales,
2803:5960::/32,CO,CO-NAR,Ipiales,
200.61.248.0/24,AR,AR-E,Concepcion del Uruguay,
200.61.249.128/25,AR,AR-E,Concordia,
200.61.249.0/26,AR,AR-E,Concepcion del Uruguay,
200.61.249.64/26,AR,AR-E,Gualeguaychu,
200.61.250.0/23,AR,AR-E,Parana,
190.98.133.184/29,CO,CO-CUN,Bogota,
2801:1c0:100::/40,AR,AR-E,Parana,
2801:1c0::/40,AR,AR-E,Concepcion del Uruguay,
168.181.24.0/22,AR,AR-S,chanar ladeado,
2803:4d40::/32,AR,AR-S,chanar ladeado,
168.176.196.0/24,CO,CO-VAC,Palmira,
45.5.60.0/22,CR,CR-SJ,Santa Ana,
187.49.248.0/21,CR,CR-SJ,Santa Ana,
190.5.212.0/22,CR,CR-SJ,Santa Ana,
190.211.92.0/22,CR,CR-SJ,Santa Ana,
2803:9ec0::/32,CR,CR-SJ,Santa Ana,
190.83.8.0/22,GT,GT-CQ,Esquipulas,
2803:52e0::/32,GT,GT-CQ,Esquipulas,
170.83.216.0/24,EC,EC-M,Portoviejo,
170.83.217.0/24,EC,EC-M,Portoviejo,
170.84.108.0/22,CR,,,
200.192.236.0/22,CR,,,
2803:980::/32,CR,,,
45.175.100.0/22,AR,AR-J,San Juan,
168.90.92.0/22,VE,VE-A,Caracas,
190.99.120.0/24,CR,CR-SJ,San Pedro,
148.224.24.0/24,NL,NL-NH,Amsterdam,
148.224.25.0/24,NL,NL-NH,Amsterdam,
2803:4000::/32,AR,AR-X,Villa Santa Rosa,
2801:0:180::/48,CO,CO-DC,Bogota,
179.51.200.0/22,AR,AR-X,Del Campillo,
2803:57e0::/32,AR,AR-X,Del Campillo,
190.122.176.0/22,SV,SV-SS,San Salvador,
2803:9d00::/32,SV,SV-SS,San Salvador,
2801:15c::/44,CO,CO-DC,Bogota,
45.161.172.0/22,AR,AR-S,Armstrong,
2803:d6a0::/32,AR,AR-S,Armstrong,
168.197.240.0/22,BO,,,
2803:38c0::/32,BO,,,
200.108.190.0/24,VE,VE-M,Guarenas,
2803:32e0::/32,VE,VE-M,Guarenas,
200.36.152.0/22,VE,VE-V,Maracaibo,
2803:ec10::/32,VE,VE-V,Maracaibo,
187.86.164.0/22,PE,PE-LIM,Lima,
45.188.160.0/22,AR,AR-P,Formosa,
2803:df60::/32,AR,AR-P,Formosa,
45.188.160.0/24,AR,AR-P,Formosa,
200.3.0.0/21,VE,VE-A,Caracas,
200.3.8.0/23,VE,VE-A,Caracas,
2801:1ac::/44,CO,CO-DC,Bogota,
200.25.42.0/23,BR,BR-RS,Porto Alegre,
2800:1e0:1100::/40,BR,BR-RS,Porto Alegre,
45.70.116.0/22,AR,AR-J,Albardon,
2803:9210::/32,VE,VE-V,Ciudad Ojeda,
45.224.116.0/24,EC,EC-T,BANOS DE AGUA SANTA,
45.228.152.0/22,AR,AR-B,Ezeiza,
138.121.12.0/22,CO,,,
168.228.124.0/22,CO,,,
190.131.192.0/18,CO,,,
2800:b70::/32,CO,,,
187.102.216.0/24,AR,AR-N,Montecarlo,
187.102.217.0/24,AR,AR-N,Eldorado,
190.110.196.248/30,EC,EC-P,Quito,
45.175.68.0/22,DO,DO-25,santiago,
186.66.128.0/20,EC,EC-P,Quito,
2803:2460::/32,DO,DO-25,santiago,
45.187.208.0/23,AR,AR-B,rawson,
2803:a0e0::/32,AR,AR-B,rawson,
168.176.0.0/16,CO,CO-DC,Bogota,
187.0.40.0/22,AR,AR-B,riestra,
2803:8ee0::/32,AR,AR-B,riestra,
200.114.64.0/20,CL,CL-CO,Los Vilos,
2803:9e80::/32,CL,CL-CO,Los Vilos,
45.224.117.0/24,EC,EC-T,SAN PEDRO DE PELILEO,
200.69.176.0/20,EC,EC-P,Quito,
186.66.96.0/20,EC,EC-P,Quito,
186.66.144.0/22,EC,EC-T,Ambato,
186.66.151.0/24,EC,EC-T,Ambato,
186.66.152.0/22,EC,EC-T,Ambato,
186.69.1.0/24,EC,EC-T,Ambato,
186.69.10.0/24,EC,EC-T,Ambato,
186.69.68.0/22,EC,EC-T,Ambato,
186.71.128.0/22,EC,EC-T,Ambato,
186.71.132.0/22,EC,EC-T,Ambato,
186.71.136.0/22,EC,EC-T,Ambato,
186.71.140.0/22,EC,EC-T,Ambato,
186.71.144.0/22,EC,EC-T,Ambato,
186.71.148.0/22,EC,EC-T,Ambato,
186.71.164.0/23,EC,EC-T,Ambato,
186.71.200.0/21,EC,EC-T,Ambato,
186.71.208.0/21,EC,EC-T,Ambato,
186.71.216.0/22,EC,EC-T,Ambato,
190.154.84.0/22,EC,EC-T,Ambato,
200.63.223.0/24,EC,EC-T,Ambato,
200.63.224.0/24,EC,EC-T,Ambato,
200.69.172.0/22,EC,EC-T,Ambato,
186.66.156.0/22,EC,EC-I,Ibarra,
186.69.36.0/24,EC,EC-I,Ibarra,
186.69.174.0/23,EC,EC-I,Ibarra,
186.69.210.0/24,EC,EC-I,Ibarra,
186.69.212.0/22,EC,EC-I,Ibarra,
186.69.220.0/23,EC,EC-I,Ibarra,
186.71.40.0/21,EC,EC-I,Ibarra,
186.71.94.0/24,EC,EC-I,Ibarra,
186.71.192.0/21,EC,EC-I,Ibarra,
186.71.220.0/22,EC,EC-I,Ibarra,
190.154.212.0/24,EC,EC-I,Ibarra,
190.154.214.0/23,EC,EC-I,Ibarra,
190.154.238.0/24,EC,EC-I,Ibarra,
200.63.248.0/21,EC,EC-I,Ibarra,
186.69.9.0/24,EC,EC-T,Riobamba,
186.69.60.0/22,EC,EC-T,Riobamba,
186.69.136.0/21,EC,EC-T,Riobamba,
190.154.239.0/24,EC,EC-T,Riobamba,
186.66.148.0/23,EC,EC-P,Santo Domingo,
190.155.0.0/24,EC,EC-P,Santo Domingo,
200.69.176.0/24,EC,EC-P,Santo Domingo,
186.66.102.0/23,EC,EC-C,Tulcan,
190.155.240.0/21,EC,EC-C,Tulcan,
2800:8a0::/32,CO,CO-DC,Bogota,
186.66.96.0/22,EC,EC-P,Quito,
186.66.100.0/23,EC,EC-P,Quito,
186.66.104.0/21,EC,EC-P,Quito,
186.66.112.0/20,EC,EC-P,Quito,
186.66.150.0/24,EC,EC-T,Ambato,
186.69.0.0/24,EC,EC-P,Quito,
186.69.2.0/23,EC,EC-P,Quito,
186.69.4.0/22,EC,EC-P,Quito,
186.69.8.0/24,EC,EC-P,Quito,
186.69.11.0/24,EC,EC-P,Quito,
186.69.12.0/22,EC,EC-P,Quito,
186.69.16.0/20,EC,EC-P,Quito,
186.69.32.0/20,EC,EC-P,Quito,
186.69.48.0/21,EC,EC-P,Quito,
186.69.56.0/22,EC,EC-P,Quito,
186.69.64.0/22,EC,EC-P,Quito,
186.69.72.0/21,EC,EC-P,Quito,
186.69.80.0/20,EC,EC-P,Quito,
186.69.96.0/19,EC,EC-P,Quito,
186.69.128.0/21,EC,EC-P,Quito,
186.69.144.0/20,EC,EC-P,Quito,
186.69.160.0/21,EC,EC-P,Quito,
186.69.168.0/22,EC,EC-P,Quito,
186.69.172.0/23,EC,EC-P,Quito,
186.69.176.0/21,EC,EC-P,Quito,
186.69.184.0/21,EC,EC-P,Quito,
186.69.192.0/21,EC,EC-P,Quito,
186.69.208.0/23,EC,EC-P,Quito,
186.69.211.0/24,EC,EC-P,Quito,
186.69.216.0/22,EC,EC-P,Quito,
186.69.222.0/23,EC,EC-P,Quito,
186.69.224.0/19,EC,EC-A,Cuenca,
186.71.0.0/19,EC,EC-P,Quito,
186.71.32.0/21,EC,EC-P,Quito,
186.71.48.0/20,EC,EC-P,Quito,
186.71.64.0/20,EC,EC-P,Quito,
186.71.80.0/21,EC,EC-P,Quito,
186.71.88.0/22,EC,EC-P,Quito,
186.71.92.0/23,EC,EC-P,Quito,
186.71.95.0/24,EC,EC-P,Quito,
186.71.96.0/20,EC,EC-P,Quito,
186.71.112.0/21,EC,EC-P,Quito,
186.71.120.0/21,EC,EC-P,Quito,
186.71.152.0/21,EC,EC-P,Quito,
186.71.160.0/23,EC,EC-P,Quito,
186.71.162.0/23,EC,EC-P,Quito,
186.71.166.0/23,EC,EC-P,Quito,
186.71.168.0/21,EC,EC-P,Quito,
186.71.176.0/21,EC,EC-P,Quito,
186.71.184.0/21,EC,EC-P,Quito,
186.71.224.0/19,EC,EC-P,Quito,
190.10.160.0/20,EC,EC-P,Quito,
190.10.176.0/22,EC,EC-P,Quito,
190.10.180.0/22,EC,EC-A,Cuenca,
190.10.184.0/21,EC,EC-A,Cuenca,
190.10.192.0/22,EC,EC-A,Cuenca,
186.66.160.0/19,EC,EC-A,Cuenca,
190.10.196.0/22,EC,EC-P,Quito,
190.10.200.0/21,EC,EC-P,Quito,
190.10.224.0/20,EC,EC-P,Quito,
190.154.64.0/19,EC,EC-P,Quito,
190.154.112.0/20,EC,EC-P,Quito,
190.154.192.0/19,EC,EC-P,Quito,
190.154.232.0/22,EC,EC-P,Quito,
190.154.236.0/23,EC,EC-P,Quito,
190.155.0.0/18,EC,EC-P,Quito,
190.155.192.0/18,EC,EC-P,Quito,
200.25.128.0/20,EC,EC-P,Quito,
200.25.176.0/20,EC,EC-P,Quito,
200.63.212.0/22,EC,EC-P,Quito,
200.63.216.0/21,EC,EC-P,Quito,
200.63.224.0/21,EC,EC-P,Quito,
200.63.248.0/21,EC,EC-P,Quito,
200.69.176.0/21,EC,EC-P,Quito,
201.217.80.0/20,EC,EC-P,Quito,
201.217.96.0/20,EC,EC-P,Quito,
2803:aba0::/36,CO,CO-CUN,Bogot�,
2803:aba0:1000::/36,MX,MX-CMX,Itxlahuaca de Rayon,
2803:aba0:2000::/40,AR,AR-B,Buenos Aires,
190.103.144.0/22,AR,AR-B,9 de Julio,
2803:3de0::/32,AR,AR-B,9 de Julio,
167.250.48.0/22,VE,VE-A,Caracas,
2803:d940::/32,VE,VE-A,Caracas,
138.117.170.0/24,CO,CO-VAC,Restrepo,
131.72.236.0/22,CL,CL-RM,Santiago,
2803:ed80::/32,CL,CL-RM,Santiago,
167.250.196.0/23,CL,CL-RM,Santiago,
2803:23a0::/32,CL,CL-RM,Santiago,
138.121.124.0/22,AR,AR-X,Tancacha,
2803:6440::/32,AR,AR-X,Tancacha,
148.224.26.0/24,NL,NL-NH,Amsterdam,
2803:9810:3d00::/40,CL,CL-RM,Santiago,
190.110.40.0/22,EC,EC-P,Quito,
190.110.44.0/23,EC,EC-P,Quito,
190.110.46.0/24,EC,EC-M,Pedernales,
190.110.47.0/24,EC,EC-G,Guayaquil,
190.110.48.0/22,EC,EC-G,Guayaquil,
190.110.52.0/23,EC,EC-G,Guayaquil,
190.110.54.0/24,EC,EC-P,Quito,
190.110.55.0/24,EC,EC-P,Quito,
190.110.56.0/22,EC,EC-A,Cuenca,
190.110.60.0/24,EC,EC-L,Loja,
190.110.61.0/24,EC,EC-H,Riobamba,
190.110.62.0/24,EC,EC-D,Coca,
190.110.63.0/24,EC,EC-W,Puerto Ayora,
179.51.168.0/22,CL,CL-RM,paine,
179.51.168.0/24,CL,CL-RM,paine,
179.51.169.0/24,CL,CL-RM,paine,
179.51.170.0/24,CL,CL-RM,paine,
179.51.171.0/24,CL,CL-RM,paine,
190.171.88.0/24,DO,DO-25,Santiago,
190.171.89.0/24,DO,DO-25,Santiago,
190.171.90.0/24,DO,DO-25,Santiago,
190.171.91.0/24,DO,DO-25,Santiago,
2803:c7e0::/32,DO,DO-25,Santiago,
170.231.204.0/22,AR,AR-S,Rosario,
2803:9740::/32,AR,AR-S,Rosario,
190.102.120.0/24,CO,CO-CUN,Fusagasuga,
190.102.121.0/24,CO,CO-CUN,Fusagasuga,
190.102.122.0/24,CO,CO-CUN,Fusagasuga,
186.151.94.0/24,CR,CR-SJ,Pavas,
190.148.85.0/24,CR,CR-SJ,Pavas,
190.149.134.0/24,CR,CR-SJ,Pavas,
190.149.152.0/24,CR,CR-SJ,Pavas,
200.119.151.0/24,CR,CR-SJ,Pavas,
200.119.152.0/25,CR,CR-SJ,Pavas,
45.176.8.0/22,AR,AR-C,Villa Lugano,
2803:fc60::/32,AR,AR-C,Villa Lugano,
45.230.38.0/23,CL,CL-RM,Maria Pinto,
45.180.240.0/22,SV,SV-US,Usulutan,
2803:f160::/32,SV,SV-US,Usulutan,
168.181.160.0/22,CR,CR-SJ,san jose,
45.71.5.0/24,AR,AR-C,,
2801:12:b000::/48,AR,AR-C,,
190.123.18.0/24,CW,,Willemstad,
190.123.18.192/26,BQ,BQ-BO,Kralendijk,
190.123.16.0/22,US,US-FL,Miami,
179.51.240.0/22,AR,AR-B,Bahia Blanca,
179.51.244.0/23,AR,AR-B,Bahia Blanca,
179.51.246.0/24,AR,AR-B,Bahia Blanca,
138.185.208.0/22,US,US-FL,Miami,
190.107.248.0/21,US,US-FL,Miami,
2803:4900::/32,US,US-FL,Miami,
177.67.250.0/24,PE,PE-SAM,TARAPOTO,
177.73.254.0/23,PE,PE-SAM,moyobamba,
200.1.208.0/21,SR,SR-PM,Paramaribo,
2803:a10::/32,SR,SR-PM,Paramaribo,
170.239.207.0/24,CO,CO-DC,Bogota,
2803:9cc0::/32,CO,CO-DC,Bogota,
186.13.80.0/21,PY,PY-ASU,Asuncion,
181.117.152.0/21,PY,PY-ASU,Asuncion,
181.117.88.0/22,PY,PY-ASU,Asuncion,
181.117.144.0/21,PY,PY-ASU,Asuncion,
181.117.104.0/21,PY,PY-ASU,Asuncion,
170.239.206.0/24,EC,EC-T,Ambato,
2803:fbe0::/32,EC,EC-M,,
181.117.212.0/22,PY,PY-ASU,Asuncion,
179.49.200.0/24,EC,EC-M,Pichincha,
170.51.74.0/23,PY,PY-ASU,Asuncion,
45.65.232.0/22,CO,CO-BOY,Tunja,
170.239.205.0/24,CO,CO-DC,Bogota,
190.123.16.0/24,US,US-FL,Miami,
179.49.201.0/24,EC,EC-M,Pichincha,
186.123.112.0/20,PY,PY-ASU,Asuncion,
170.51.64.0/21,PY,PY-ASU,Asuncion,
148.224.27.0/24,NL,NL-NH,Amsterdam,
186.123.64.0/21,PY,PY-ASU,Asuncion,
170.51.16.0/20,PY,PY-ASU,Asuncion,
170.51.112.0/21,PY,PY-ASU,Asuncion,
170.51.0.0/20,PY,PY-ASU,Asuncion,
170.51.61.0/24,PY,PY-ASU,Asuncion,
170.51.192.0/21,PY,PY-ASU,Asuncion,
186.123.16.0/21,PY,PY-ASU,Asuncion,
186.123.8.0/21,PY,PY-ASU,Asuncion,
170.51.96.0/24,PY,PY-ASU,Asuncion,
2803:9810:3e00::/40,AR,AR-C,Buenos Aires,
170.51.216.0/21,PY,PY-ASU,Asuncion,
170.51.120.0/21,PY,PY-ASU,Asuncion,
170.51.32.0/20,PY,PY-ASU,Asuncion,
170.51.48.0/21,PY,PY-ASU,Asuncion,
170.51.60.0/24,PY,PY-ASU,Asuncion,
186.182.82.0/23,PY,PY-ASU,,
186.182.70.0/23,PY,PY-ASU,,
